feature_avg_correlation,intrinsic_dimensionality_ratio,model_name,n_features,n_samples,out_hull_ratio,train_f1,val_f1,val_f1_in_hull,val_f1_out_hull
0.680886830542043,0.1774193548387097,0,62,74,1.0,1.0,0.7922077922077922,,0.7922077922077922
0.6983504363944503,0.16129032258064516,2,62,74,1.0,0.8324675324675325,0.8173076923076923,,0.8173076923076923
0.7669890962312765,0.16129032258064516,2,62,74,1.0,0.890149340292881,0.6428571428571428,,0.6428571428571428
0.5966758515407014,0.1774193548387097,2,62,74,1.0,0.908138528138528,0.8333333333333333,,0.8333333333333333
0.6564534085786622,0.1774193548387097,2,62,74,1.0,0.9353928899383444,0.6923076923076922,,0.6923076923076922
0.680552293635711,0.16129032258064516,2,62,74,1.0,0.9035816393147384,0.7922077922077922,,0.7922077922077922
0.6996357674352666,0.16129032258064516,2,62,74,1.0,0.8348604108961203,0.7922077922077922,,0.7922077922077922
0.6735602413445853,0.16129032258064516,2,62,74,1.0,0.9028208791028356,0.7922077922077922,,0.7922077922077922
0.6841936587560907,0.16129032258064516,2,62,74,1.0,0.9043929583746516,0.7922077922077922,,0.7922077922077922
0.7232337312627422,0.1774193548387097,2,62,74,1.0,0.8417208827656589,0.5952380952380951,,0.5952380952380951
0.680886830542043,0.1774193548387097,2,62,74,1.0,0.8880597014925373,0.7922077922077922,,0.7922077922077922
0.478580496952745,0.5454545454545454,1,11,81,1.0,1.0,0.890652557319224,,0.890652557319224
0.4989125242933254,0.5454545454545454,1,11,81,1.0,1.0,0.5795454545454545,,0.5795454545454545
0.4948907159901659,0.6363636363636364,1,11,81,1.0,1.0,0.6874999999999999,,0.6874999999999999
0.5009502549027681,0.5454545454545454,1,11,81,1.0,1.0,0.6000000000000001,,0.6000000000000001
0.4920916569905194,0.6363636363636364,1,11,81,0.875,1.0,0.7500000000000002,1.0,0.7142857142857143
0.4939585542080276,0.6363636363636364,1,11,81,1.0,1.0,0.6931818181818181,,0.6931818181818181
0.4852272837626389,0.5454545454545454,1,11,81,1.0,1.0,0.8694444444444445,,0.8694444444444445
0.480645079906348,0.6363636363636364,1,11,81,1.0,1.0,0.875,,0.875
0.4853321735491418,0.6363636363636364,1,11,81,1.0,1.0,0.6458333333333333,,0.6458333333333333
0.4974296167247749,0.5454545454545454,1,11,81,1.0,1.0,0.45,,0.45
0.478580496952745,0.5454545454545454,0,11,81,1.0,0.7878552971576227,0.7777777777777776,,0.7777777777777776
0.4989125242933254,0.5454545454545454,0,11,81,1.0,0.7933789954337898,0.6000000000000001,,0.6000000000000001
0.4948907159901659,0.6363636363636364,0,11,81,1.0,0.7808219178082192,0.5795454545454545,,0.5795454545454545
0.5009502549027681,0.5454545454545454,0,11,81,1.0,0.7808219178082192,0.7500000000000002,,0.7500000000000002
0.4920916569905194,0.6363636363636364,0,11,81,0.875,0.8223121367462753,0.5795454545454545,1.0,0.5238095238095237
0.4939585542080276,0.6363636363636364,0,11,81,1.0,0.8080832597108821,0.5681818181818181,,0.5681818181818181
0.4852272837626389,0.5454545454545454,0,11,81,1.0,0.7957065803288934,0.6041666666666666,,0.6041666666666666
0.480645079906348,0.6363636363636364,0,11,81,1.0,0.778869286287089,0.875,,0.875
0.4853321735491418,0.6363636363636364,0,11,81,1.0,0.7952905363058466,0.5892857142857143,,0.5892857142857143
0.4974296167247749,0.5454545454545454,0,11,81,1.0,0.8364779582190301,0.6083333333333333,,0.6083333333333333
0.478580496952745,0.5454545454545454,2,11,81,1.0,0.7426383399209485,0.7301587301587302,,0.7301587301587302
0.4989125242933254,0.5454545454545454,2,11,81,1.0,0.7724877007959536,0.7222222222222222,,0.7222222222222222
0.4948907159901659,0.6363636363636364,2,11,81,1.0,0.8084801043705154,0.6874999999999999,,0.6874999999999999
0.5009502549027681,0.5454545454545454,2,11,81,1.0,0.795877364644488,0.8249999999999998,,0.8249999999999998
0.4920916569905194,0.6363636363636364,2,11,81,0.875,0.7983670632375862,0.475,0.0,0.5238095238095237
0.4939585542080276,0.6363636363636364,2,11,81,1.0,0.8078031212484994,0.5208333333333333,,0.5208333333333333
0.4852272837626389,0.5454545454545454,2,11,81,1.0,0.8205641886404248,0.55,,0.55
